,UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
3388,687202,1,2.0,-1.0,,
3389,687410,2,,7.0,-1.0,
3390,687485,3,,,,
3391,687621,2,,-1.0,3.0,
3392,687690,3,,,,
3393,688250,2,,-1.0,4.0,
3394,688378,3,,,,
3395,688395,2,,-1.0,1.0,
3396,688459,2,,-1.0,7.0,
3397,688582,3,,,,
3398,688902,2,,4.0,-1.0,
3399,688984,1,4.0,-1.0,,
3400,689018,3,,,,
3401,689070,1,3.0,-1.0,,
3402,689450,2,,2.0,-1.0,
3403,689517,1,-1.0,1.0,,
3404,689553,2,,-1.0,3.0,
3405,689910,3,,,,
3406,690068,2,,-1.0,4.0,
3407,690143,3,,,,
3408,690183,3,,,,
3409,690519,2,,5.0,-1.0,
3410,690554,1,-1.0,8.0,,
3411,690772,1,-1.0,3.0,,
3412,690992,2,,-1.0,7.0,
3413,691542,1,6.0,-1.0,,
3414,691768,3,,,,
3415,691841,1,-1.0,6.0,,
3416,691892,3,,,,
3417,692004,3,,,,
3418,692338,2,,8.0,-1.0,
3419,692364,3,,,,
3420,692517,1,-1.0,4.0,,
3421,692949,3,,,,
3422,692977,3,,,,
3423,693810,3,,,,
3424,694013,1,5.0,-1.0,,
3425,694153,2,,6.0,-1.0,
3426,694263,1,-1.0,3.0,,
3427,694362,2,,-1.0,2.0,
3428,694452,3,,,,
3429,694540,2,,-1.0,2.0,
3430,695272,2,,8.0,-1.0,
3431,695324,1,-1.0,8.0,,
3432,695394,3,,,,
3433,695518,2,,0.0,-1.0,
3434,695620,1,-1.0,7.0,,
3435,695815,3,,,,
3436,696257,1,3.0,-1.0,,
3437,696316,1,9.0,-1.0,,
3438,696380,2,,-1.0,7.0,
3439,696611,3,,,,
3440,697109,3,,,,
3441,697359,3,,,,
3442,697465,3,,,,
3443,697642,2,,-1.0,8.0,
3444,697860,3,,,,
3445,697880,3,,,,
3446,697977,3,,,,
3447,698869,3,,,,
3448,699009,2,,-1.0,2.0,
3449,699321,1,-1.0,8.0,,
3450,699458,2,,3.0,-1.0,
3451,699679,1,-1.0,1.0,,
3452,700739,3,,,,
3453,700874,2,,9.0,-1.0,
3454,701148,1,-1.0,4.0,,
3455,701778,2,,-1.0,5.0,
3456,701887,3,,,,
3457,701917,1,9.0,-1.0,,
3458,701982,2,,-1.0,2.0,
3459,702384,1,-1.0,3.0,,
3460,702827,1,3.0,-1.0,,
3461,702940,1,2.0,-1.0,,
3462,703229,1,7.0,-1.0,,
3463,703499,1,-1.0,2.0,,
3464,703925,3,,,,
3465,704117,3,,,,
3466,704351,1,8.0,-1.0,,
3467,704356,2,,-1.0,6.0,
3468,704573,2,,-1.0,1.0,
3469,704817,1,0.0,-1.0,,
3470,704899,2,,-1.0,2.0,
3471,704924,3,,,,
3472,705488,3,,,,
3473,705601,3,,,,
3474,705626,3,,,,
3475,705647,2,,2.0,-1.0,
3476,706185,2,,-1.0,7.0,
3477,706379,3,,,,
3478,706413,3,,,,
3479,706690,2,,-1.0,3.0,
3480,706757,3,,,,
3481,706812,3,,,,
3482,706986,2,,6.0,-1.0,
3483,707015,1,-1.0,2.0,,
3484,707476,3,,,,
3485,707827,3,,,,
3486,707911,2,,0.0,-1.0,
3487,708296,3,,,,
3488,708441,3,,,,
3489,708594,3,,,,
3490,708728,1,2.0,-1.0,,
3491,709041,1,-1.0,7.0,,
3492,709044,3,,,,
3493,709133,2,,7.0,-1.0,
3494,709240,1,8.0,-1.0,,
3495,709628,2,,-1.0,2.0,
3496,710033,2,,2.0,-1.0,
3497,710128,1,3.0,-1.0,,
3498,710213,1,5.0,-1.0,,
3499,710606,2,,2.0,-1.0,
3500,710984,3,,,,
3501,711129,3,,,,
3502,711148,3,,,,
3503,711566,1,1.0,-1.0,,
3504,711659,1,-1.0,3.0,,
3505,711708,2,,2.0,-1.0,
3506,712088,3,,,,
3507,712176,2,,-1.0,6.0,
3508,712441,3,,,,
3509,712593,3,,,,
3510,712710,2,,6.0,-1.0,
3511,712730,2,,-1.0,3.0,
3512,712944,3,,,,
3513,712951,1,6.0,-1.0,,
3514,713618,3,,,,
3515,713759,2,,2.0,-1.0,
3516,713971,3,,,,
3517,714095,2,,-1.0,1.0,
3518,714117,1,8.0,-1.0,,
3519,714210,1,4.0,-1.0,,
3520,714219,3,,,,
3521,714976,1,-1.0,5.0,,
3522,715202,2,,-1.0,3.0,
3523,715318,1,0.0,-1.0,,
3524,715340,3,,,,
3525,715394,1,1.0,-1.0,,
3526,715443,2,,0.0,-1.0,
3527,715720,1,4.0,-1.0,,
3528,715886,3,,,,
3529,715988,1,4.0,-1.0,,
3530,716273,3,,,,
3531,716501,1,-1.0,7.0,,
3532,716558,3,,,,
3533,716591,3,,,,
3534,716750,2,,-1.0,1.0,
3535,717061,1,7.0,-1.0,,
3536,717141,3,,,,
3537,717910,3,,,,
3538,718504,2,,-1.0,7.0,
3539,718551,3,,,,
3540,718604,2,,-1.0,8.0,
3541,718829,2,,-1.0,4.0,
3542,718923,3,,,,
3543,719048,2,,-1.0,7.0,
3544,719304,2,,-1.0,7.0,
3545,719496,3,,,,
3546,719545,1,5.0,-1.0,,
3547,719591,3,,,,
3548,719642,1,0.0,-1.0,,
3549,719859,1,7.0,-1.0,,
3550,719921,1,7.0,-1.0,,
3551,720155,2,,5.0,-1.0,
3552,720209,3,,,,
3553,720304,2,,-1.0,5.0,
3554,720569,3,,,,
3555,720782,1,-1.0,7.0,,
3556,720845,1,-1.0,7.0,,
3557,720953,3,,,,
3558,720999,2,,-1.0,8.0,
3559,721076,2,,-1.0,3.0,
3560,721106,2,,3.0,-1.0,
3561,721304,3,,,,
3562,721709,3,,,,
3563,721851,3,,,,
3564,721935,3,,,,
3565,722723,1,-1.0,6.0,,
3566,722739,3,,,,
3567,723390,3,,,,
3568,723483,2,,-1.0,0.0,
3569,723824,1,7.0,-1.0,,
3570,724093,3,,,,
3571,724101,3,,,,
3572,724190,2,,5.0,-1.0,
3573,724270,3,,,,
3574,724359,3,,,,
3575,724572,2,,1.0,-1.0,
3576,724616,3,,,,
3577,724667,3,,,,
3578,724828,2,,9.0,-1.0,
3579,724923,2,,6.0,-1.0,
3580,725033,1,-1.0,4.0,,
3581,725095,1,-1.0,9.0,,
3582,725234,2,,-1.0,8.0,
3583,725402,3,,,,
3584,725542,3,,,,
3585,725601,3,,,,
3586,726242,2,,-1.0,2.0,
3587,726345,3,,,,
3588,726467,2,,-1.0,1.0,
3589,726694,2,,7.0,-1.0,
3590,727127,2,,9.0,-1.0,
3591,727322,1,-1.0,8.0,,
3592,727487,3,,,,
3593,727667,2,,3.0,-1.0,
3594,727890,2,,-1.0,8.0,
3595,727960,2,,-1.0,4.0,
3596,728048,1,-1.0,4.0,,
3597,728255,3,,,,
3598,728284,3,,,,
3599,728468,2,,-1.0,2.0,
3600,728491,3,,,,
3601,729284,2,,-1.0,3.0,
3602,729291,1,-1.0,3.0,,
3603,729511,3,,,,
3604,730306,1,-1.0,0.0,,
3605,730308,3,,,,
3606,731153,2,,5.0,-1.0,
3607,731398,1,-1.0,7.0,,
3608,731820,1,8.0,-1.0,,
3609,731968,2,,7.0,-1.0,
3610,732029,3,,,,
3611,732337,1,-1.0,0.0,,
3612,732406,1,-1.0,0.0,,
3613,732610,3,,,,
3614,732641,1,-1.0,5.0,,
3615,732698,1,4.0,-1.0,,
3616,732704,2,,-1.0,5.0,
3617,732908,1,2.0,-1.0,,
3618,733516,1,-1.0,9.0,,
3619,733560,2,,7.0,-1.0,
3620,733900,3,,,,
3621,734019,3,,,,
3622,734266,3,,,,
3623,734561,2,,-1.0,9.0,
3624,734742,3,,,,
3625,735955,3,,,,
3626,736266,2,,-1.0,9.0,
3627,736520,2,,-1.0,9.0,
3628,736842,3,,,,
3629,736941,1,0.0,-1.0,,
3630,737597,1,8.0,-1.0,,
3631,737654,2,,5.0,-1.0,
3632,737743,3,,,,
3633,737775,3,,,,
3634,737973,1,-1.0,7.0,,
3635,738173,1,-1.0,6.0,,
3636,738436,3,,,,
3637,738525,1,6.0,-1.0,,
3638,738851,3,,,,
3639,738943,2,,6.0,-1.0,
3640,739139,1,-1.0,9.0,,
3641,739193,2,,2.0,-1.0,
3642,739200,3,,,,
3643,739344,1,8.0,-1.0,,
3644,739360,2,,-1.0,3.0,
3645,739885,1,7.0,-1.0,,
3646,740628,1,-1.0,9.0,,
3647,740842,1,4.0,-1.0,,
3648,740897,3,,,,
3649,741123,3,,,,
3650,741129,3,,,,
3651,741364,1,-1.0,9.0,,
3652,741506,3,,,,
3653,741811,1,7.0,-1.0,,
3654,742402,3,,,,
3655,742473,2,,4.0,-1.0,
3656,742706,3,,,,
3657,742786,3,,,,
3658,742924,3,,,,
3659,742971,1,6.0,-1.0,,
3660,743117,2,,-1.0,8.0,
3661,743247,1,3.0,-1.0,,
3662,743368,2,,-1.0,3.0,
3663,743752,2,,-1.0,5.0,
3664,743765,2,,-1.0,4.0,
3665,743771,2,,-1.0,4.0,
3666,743842,1,3.0,-1.0,,
3667,743942,2,,2.0,-1.0,
3668,744032,3,,,,
3669,744054,1,-1.0,2.0,,
3670,744074,3,,,,
3671,744535,1,6.0,-1.0,,
3672,744559,3,,,,
3673,744651,3,,,,
3674,744677,3,,,,
3675,744732,3,,,,
3676,744755,3,,,,
3677,744811,3,,,,
3678,744912,3,,,,
3679,745007,3,,,,
3680,745341,3,,,,
3681,745368,3,,,,
3682,745422,3,,,,
3683,745497,1,2.0,-1.0,,
3684,746012,2,,-1.0,3.0,
3685,746051,2,,1.0,-1.0,
3686,746230,3,,,,
3687,746420,3,,,,
3688,746544,2,,9.0,-1.0,
3689,746663,1,7.0,-1.0,,
3690,747265,1,9.0,-1.0,,
3691,747406,3,,,,
3692,747511,1,3.0,-1.0,,
3693,747539,2,,5.0,-1.0,
3694,747752,3,,,,
3695,747768,1,-1.0,2.0,,
3696,747871,3,,,,
3697,747970,2,,3.0,-1.0,
3698,747986,1,-1.0,9.0,,
3699,748106,2,,-1.0,7.0,
3700,748260,3,,,,
3701,748499,2,,9.0,-1.0,
3702,748836,3,,,,
3703,749104,1,-1.0,4.0,,
3704,749711,3,,,,
3705,749877,3,,,,
3706,749912,1,7.0,-1.0,,
3707,750164,3,,,,
3708,750299,3,,,,
3709,750532,2,,-1.0,1.0,
3710,750747,1,6.0,-1.0,,
3711,750834,2,,-1.0,7.0,
3712,751564,3,,,,
3713,751732,2,,0.0,-1.0,
3714,751769,3,,,,
3715,751861,2,,9.0,-1.0,
3716,752114,1,-1.0,4.0,,
3717,752193,1,7.0,-1.0,,
3718,753188,1,8.0,-1.0,,
3719,753504,1,-1.0,9.0,,
3720,753661,2,,-1.0,1.0,
3721,754277,1,0.0,-1.0,,
3722,754341,1,1.0,-1.0,,
3723,754722,3,,,,
3724,754757,1,0.0,-1.0,,
3725,754773,2,,-1.0,5.0,
3726,755197,3,,,,
3727,755317,2,,-1.0,7.0,
3728,755671,1,-1.0,0.0,,
3729,755886,3,,,,
3730,756061,1,-1.0,0.0,,
3731,756118,1,-1.0,6.0,,
3732,756203,3,,,,
3733,756543,3,,,,
3734,756783,3,,,,
3735,756796,1,7.0,-1.0,,
3736,756965,3,,,,
3737,757274,3,,,,
3738,757555,1,-1.0,5.0,,
3739,757579,2,,-1.0,4.0,
3740,758927,3,,,,
3741,759314,1,-1.0,2.0,,
3742,759572,3,,,,
3743,759715,3,,,,
3744,759736,3,,,,
3745,759988,3,,,,
3746,760243,1,4.0,-1.0,,
3747,760310,2,,-1.0,7.0,
3748,760773,3,,,,
3749,760810,1,4.0,-1.0,,
3750,761025,1,5.0,-1.0,,
3751,761026,1,3.0,-1.0,,
3752,761140,2,,-1.0,3.0,
3753,761211,1,-1.0,9.0,,
3754,761441,2,,-1.0,5.0,
3755,761538,2,,1.0,-1.0,
3756,761595,3,,,,
3757,761897,3,,,,
3758,762229,3,,,,
3759,762518,3,,,,
3760,763021,2,,-1.0,5.0,
3761,763347,2,,-1.0,2.0,
3762,764133,2,,2.0,-1.0,
3763,764575,2,,4.0,-1.0,
3764,764844,2,,-1.0,1.0,
3765,764954,1,-1.0,6.0,,
3766,765239,1,-1.0,6.0,,
3767,765502,2,,7.0,-1.0,
3768,765509,2,,-1.0,3.0,
3769,765661,1,9.0,-1.0,,
3770,765764,2,,-1.0,4.0,
3771,766395,2,,6.0,-1.0,
3772,766490,1,-1.0,8.0,,
3773,766520,3,,,,
3774,767101,1,0.0,-1.0,,
3775,767626,1,0.0,-1.0,,
3776,767945,1,6.0,-1.0,,
3777,768037,1,1.0,-1.0,,
3778,768067,1,-1.0,9.0,,
3779,768123,1,-1.0,5.0,,
3780,768571,2,,-1.0,0.0,
3781,769036,2,,-1.0,3.0,
3782,769375,1,0.0,-1.0,,
3783,769679,3,,,,
3784,769822,1,-1.0,3.0,,
3785,770103,3,,,,
3786,770150,2,,4.0,-1.0,
3787,770281,1,-1.0,8.0,,
3788,770462,1,-1.0,1.0,,
3789,770521,1,-1.0,4.0,,
3790,770790,2,,6.0,-1.0,
3791,770900,2,,-1.0,2.0,
3792,770990,2,,8.0,-1.0,
3793,771060,2,,5.0,-1.0,
3794,771083,2,,8.0,-1.0,
3795,771119,3,,,,
3796,771157,1,9.0,-1.0,,
3797,771295,3,,,,
3798,771522,3,,,,
3799,772476,1,-1.0,8.0,,
3800,772509,1,-1.0,4.0,,
3801,772685,1,6.0,-1.0,,
3802,772829,1,-1.0,7.0,,
3803,772863,1,-1.0,4.0,,
3804,773844,1,0.0,-1.0,,
3805,774082,3,,,,
3806,774325,2,,-1.0,1.0,
3807,774752,2,,-1.0,7.0,
3808,774837,3,,,,
3809,774942,3,,,,
3810,775264,3,,,,
3811,775516,2,,-1.0,2.0,
3812,775637,2,,5.0,-1.0,
3813,775735,3,,,,
3814,776047,2,,6.0,-1.0,
3815,776691,2,,4.0,-1.0,
3816,777199,3,,,,
3817,777224,3,,,,
3818,777362,1,8.0,-1.0,,
3819,777623,2,,-1.0,2.0,
3820,778103,1,7.0,-1.0,,
3821,778190,1,2.0,-1.0,,
3822,778608,3,,,,
3823,779041,3,,,,
3824,779343,3,,,,
3825,780151,3,,,,
3826,780275,1,0.0,-1.0,,
3827,780342,1,2.0,-1.0,,
3828,780378,1,-1.0,0.0,,
3829,780464,2,,5.0,-1.0,
3830,780923,3,,,,
3831,781225,3,,,,
3832,781226,3,,,,
3833,781490,1,1.0,-1.0,,
3834,781618,1,3.0,-1.0,,
3835,781948,2,,8.0,-1.0,
3836,782565,1,-1.0,2.0,,
3837,782917,1,3.0,-1.0,,
3838,783013,1,-1.0,6.0,,
3839,783159,2,,-1.0,3.0,
3840,783209,1,6.0,-1.0,,
3841,783229,3,,,,
3842,783411,2,,5.0,-1.0,
3843,783559,2,,3.0,-1.0,
3844,784105,2,,-1.0,2.0,
3845,784578,1,-1.0,9.0,,
3846,784601,1,0.0,-1.0,,
3847,784640,1,-1.0,8.0,,
3848,784678,1,6.0,-1.0,,
3849,784704,3,,,,
3850,784776,3,,,,
3851,784980,3,,,,
3852,785037,3,,,,
3853,785362,1,7.0,-1.0,,
3854,785427,1,-1.0,2.0,,
3855,785614,1,1.0,-1.0,,
3856,785738,3,,,,
3857,786130,2,,-1.0,2.0,
3858,786306,3,,,,
3859,786496,2,,-1.0,2.0,
3860,786729,2,,1.0,-1.0,
3861,787337,2,,1.0,-1.0,
3862,787758,3,,,,
3863,788142,1,6.0,-1.0,,
3864,788479,1,9.0,-1.0,,
3865,789545,1,-1.0,5.0,,
3866,789628,3,,,,
3867,789663,1,-1.0,1.0,,
3868,789740,1,9.0,-1.0,,
3869,789893,2,,2.0,-1.0,
3870,790064,1,-1.0,9.0,,
3871,790114,1,1.0,-1.0,,
3872,790216,3,,,,
3873,790445,2,,-1.0,0.0,
3874,791207,1,-1.0,9.0,,
3875,791389,2,,4.0,-1.0,
3876,791404,1,-1.0,3.0,,
3877,791606,2,,-1.0,3.0,
3878,791762,2,,3.0,-1.0,
3879,791788,2,,5.0,-1.0,
3880,791930,3,,,,
3881,792143,2,,3.0,-1.0,
3882,792199,2,,1.0,-1.0,
3883,792318,3,,,,
3884,792547,1,-1.0,6.0,,
3885,792697,1,7.0,-1.0,,
3886,793056,3,,,,
3887,793304,1,-1.0,3.0,,
3888,793326,1,-1.0,1.0,,
3889,793560,3,,,,
3890,793667,2,,2.0,-1.0,
3891,793838,1,5.0,-1.0,,
3892,794141,3,,,,
3893,794234,3,,,,
3894,794423,2,,5.0,-1.0,
3895,794659,3,,,,
3896,794830,1,4.0,-1.0,,
3897,795526,2,,-1.0,9.0,
3898,795568,1,7.0,-1.0,,
3899,795678,3,,,,
3900,796276,1,2.0,-1.0,,
3901,796637,3,,,,
3902,796642,2,,2.0,-1.0,
3903,796685,1,0.0,-1.0,,
3904,796823,2,,-1.0,3.0,
3905,797281,1,9.0,-1.0,,
3906,797512,3,,,,
3907,797686,1,-1.0,7.0,,
3908,797930,1,3.0,-1.0,,
3909,798431,2,,4.0,-1.0,
3910,798650,3,,,,
3911,798813,1,-1.0,2.0,,
3912,798828,1,-1.0,3.0,,
3913,798860,1,-1.0,2.0,,
3914,799015,3,,,,
3915,799141,1,8.0,-1.0,,
3916,799425,3,,,,
3917,799483,2,,-1.0,2.0,
3918,799556,1,4.0,-1.0,,
3919,799561,3,,,,
3920,799580,2,,8.0,-1.0,
3921,799631,3,,,,
3922,799872,1,-1.0,0.0,,
3923,800458,3,,,,
3924,800509,2,,-1.0,6.0,
3925,801640,2,,-1.0,9.0,
3926,801808,2,,3.0,-1.0,
3927,801863,2,,-1.0,8.0,
3928,801940,3,,,,
3929,802073,2,,4.0,-1.0,
3930,802364,2,,2.0,-1.0,
3931,802455,1,1.0,-1.0,,
3932,803002,3,,,,
3933,803443,2,,4.0,-1.0,
3934,803469,1,3.0,-1.0,,
3935,803635,2,,-1.0,6.0,
3936,803706,1,2.0,-1.0,,
3937,803980,2,,4.0,-1.0,
3938,804126,1,-1.0,2.0,,
3939,804230,3,,,,
3940,804241,2,,-1.0,9.0,
3941,804281,2,,-1.0,1.0,
3942,804456,2,,9.0,-1.0,
3943,804476,3,,,,
3944,804601,1,-1.0,2.0,,
3945,804804,3,,,,
3946,804886,2,,-1.0,1.0,
3947,805094,3,,,,
3948,805139,1,-1.0,2.0,,
3949,805160,3,,,,
3950,805457,2,,6.0,-1.0,
3951,805720,3,,,,
3952,805725,1,0.0,-1.0,,
3953,805940,2,,5.0,-1.0,
3954,806001,3,,,,
3955,806176,2,,-1.0,7.0,
3956,806505,3,,,,
3957,807171,1,-1.0,5.0,,
3958,807399,2,,-1.0,2.0,
3959,808110,2,,-1.0,7.0,
3960,808266,3,,,,
3961,808359,1,-1.0,0.0,,
3962,808397,1,-1.0,3.0,,
3963,808473,2,,-1.0,5.0,
3964,808911,2,,-1.0,4.0,
3965,809453,1,3.0,-1.0,,
3966,809514,3,,,,
3967,809577,3,,,,
3968,809741,2,,7.0,-1.0,
3969,809782,3,,,,
3970,809786,3,,,,
3971,809814,1,-1.0,1.0,,
3972,809870,1,5.0,-1.0,,
3973,810036,1,8.0,-1.0,,
3974,810226,2,,-1.0,0.0,
3975,810545,2,,-1.0,8.0,
3976,810689,1,-1.0,9.0,,
3977,810701,2,,-1.0,3.0,
3978,810749,1,-1.0,2.0,,
3979,810886,3,,,,
3980,811219,3,,,,
3981,811369,1,3.0,-1.0,,
3982,811625,1,5.0,-1.0,,
3983,812125,3,,,,
3984,812635,1,4.0,-1.0,,
3985,813040,3,,,,
3986,813373,1,-1.0,6.0,,
3987,813499,1,7.0,-1.0,,
3988,813881,2,,5.0,-1.0,
3989,813898,3,,,,
3990,814053,3,,,,
3991,814402,1,-1.0,6.0,,
3992,814915,1,9.0,-1.0,,
3993,815017,2,,6.0,-1.0,
3994,815237,3,,,,
3995,815420,1,2.0,-1.0,,
3996,815841,3,,,,
3997,816105,3,,,,
3998,816325,2,,0.0,-1.0,
3999,816359,1,9.0,-1.0,,
4000,816594,3,,,,
4001,816713,2,,2.0,-1.0,
4002,817110,1,4.0,-1.0,,
4003,817158,3,,,,
4004,817480,3,,,,
4005,817718,3,,,,
4006,817766,3,,,,
4007,817803,2,,-1.0,1.0,
4008,817888,3,,,,
4009,817925,1,-1.0,8.0,,
4010,818373,3,,,,
4011,818636,1,2.0,-1.0,,
4012,818758,2,,8.0,-1.0,
4013,818759,2,,-1.0,3.0,
4014,818957,3,,,,
4015,819031,3,,,,
4016,819201,3,,,,
4017,819242,2,,-1.0,9.0,
4018,819317,1,0.0,-1.0,,
4019,819353,1,-1.0,1.0,,
4020,820124,3,,,,
4021,820312,2,,2.0,-1.0,
4022,820647,2,,-1.0,6.0,
4023,820652,3,,,,
4024,820754,3,,,,
4025,820766,1,-1.0,7.0,,
4026,820780,1,7.0,-1.0,,
4027,820814,2,,-1.0,2.0,
4028,821259,2,,-1.0,2.0,
4029,821407,1,0.0,-1.0,,
4030,821541,2,,7.0,-1.0,
4031,821616,1,-1.0,0.0,,
4032,821804,1,-1.0,3.0,,
4033,821889,1,7.0,-1.0,,
4034,822133,3,,,,
4035,822311,3,,,,
4036,822406,1,-1.0,5.0,,
4037,822781,3,,,,
4038,822876,2,,-1.0,8.0,
4039,824021,1,3.0,-1.0,,
4040,824383,3,,,,
4041,824757,1,-1.0,3.0,,
4042,824951,2,,-1.0,6.0,
4043,824978,1,-1.0,1.0,,
4044,826053,1,-1.0,5.0,,
4045,826060,1,3.0,-1.0,,
4046,826412,2,,9.0,-1.0,
4047,826693,1,6.0,-1.0,,
4048,827034,2,,-1.0,8.0,
4049,827098,1,-1.0,7.0,,
4050,827662,1,-1.0,0.0,,
4051,827812,1,0.0,-1.0,,
4052,828022,1,-1.0,7.0,,
4053,828025,3,,,,
4054,828163,3,,,,
4055,828552,1,2.0,-1.0,,
4056,828947,2,,0.0,-1.0,
4057,828987,3,,,,
4058,829100,1,1.0,-1.0,,
4059,829158,2,,-1.0,7.0,
4060,829292,2,,4.0,-1.0,
4061,829571,3,,,,
4062,830455,1,-1.0,6.0,,
4063,830591,1,1.0,-1.0,,
4064,830655,2,,6.0,-1.0,
4065,830889,2,,-1.0,4.0,
4066,831105,2,,-1.0,6.0,
4067,831203,3,,,,
4068,831242,2,,3.0,-1.0,
4069,831295,2,,5.0,-1.0,
4070,831698,1,-1.0,5.0,,
4071,831902,1,-1.0,3.0,,
4072,832232,3,,,,
4073,832240,3,,,,
4074,832278,1,5.0,-1.0,,
4075,832296,2,,1.0,-1.0,
4076,832557,1,-1.0,0.0,,
4077,832685,2,,2.0,-1.0,
4078,832990,3,,,,
4079,833039,3,,,,
4080,833624,2,,-1.0,8.0,
4081,833881,1,-1.0,1.0,,
4082,834138,1,-1.0,7.0,,
4083,834258,1,9.0,-1.0,,
4084,834481,1,1.0,-1.0,,
4085,834538,1,-1.0,0.0,,
4086,834594,1,5.0,-1.0,,
4087,834969,1,-1.0,3.0,,
4088,835103,2,,3.0,-1.0,
4089,835196,2,,-1.0,1.0,
4090,835343,3,,,,
4091,835820,1,-1.0,8.0,,
4092,835919,1,-1.0,6.0,,
4093,836062,3,,,,
4094,836184,1,3.0,-1.0,,
4095,836916,3,,,,
4096,837197,3,,,,
4097,837354,1,8.0,-1.0,,
4098,837406,3,,,,
4099,837541,2,,-1.0,0.0,
4100,837642,2,,-1.0,1.0,
4101,837829,1,-1.0,4.0,,
4102,837833,2,,-1.0,8.0,
4103,837882,1,7.0,-1.0,,
4104,837924,1,-1.0,4.0,,
4105,837987,1,-1.0,4.0,,
4106,838541,3,,,,
4107,839160,1,-1.0,2.0,,
4108,839281,3,,,,
4109,839299,1,5.0,-1.0,,
4110,839839,2,,4.0,-1.0,
4111,839974,2,,-1.0,2.0,
4112,840411,1,4.0,-1.0,,
4113,840491,3,,,,
4114,840597,1,0.0,-1.0,,
4115,841267,2,,-1.0,3.0,
4116,841664,1,3.0,-1.0,,
4117,841694,1,9.0,-1.0,,
4118,841745,3,,,,
4119,842000,2,,9.0,-1.0,
4120,842033,3,,,,
4121,842282,3,,,,
4122,842308,2,,0.0,-1.0,
4123,842426,2,,-1.0,2.0,
4124,842552,2,,-1.0,8.0,
4125,842604,1,-1.0,9.0,,
4126,842656,1,1.0,-1.0,,
4127,842681,1,3.0,-1.0,,
4128,842883,1,-1.0,0.0,,
4129,843739,1,-1.0,0.0,,
4130,844170,3,,,,
4131,844319,2,,-1.0,6.0,
4132,844385,3,,,,
4133,844716,1,9.0,-1.0,,
4134,844925,3,,,,
4135,845104,3,,,,
4136,845307,1,-1.0,9.0,,
4137,845315,2,,4.0,-1.0,
4138,845403,3,,,,
4139,845557,2,,6.0,-1.0,
4140,845573,2,,5.0,-1.0,
4141,845622,2,,9.0,-1.0,
4142,845682,2,,-1.0,9.0,
4143,845765,3,,,,
4144,845839,3,,,,
4145,845958,1,2.0,-1.0,,
4146,846264,2,,3.0,-1.0,
4147,846324,3,,,,
4148,846547,2,,1.0,-1.0,
4149,846599,1,-1.0,8.0,,
4150,846770,3,,,,
4151,846835,2,,-1.0,6.0,
4152,847268,3,,,,
4153,847559,1,3.0,-1.0,,
4154,847715,3,,,,
4155,847796,1,9.0,-1.0,,
4156,847942,1,-1.0,7.0,,
4157,848031,3,,,,
4158,848091,2,,3.0,-1.0,
4159,848110,3,,,,
4160,848129,1,3.0,-1.0,,
4161,848168,1,2.0,-1.0,,
4162,848520,3,,,,
4163,848697,3,,,,
4164,848819,1,-1.0,2.0,,
4165,849452,3,,,,
4166,849724,2,,7.0,-1.0,
4167,849762,2,,-1.0,7.0,
4168,849935,1,-1.0,5.0,,
4169,850000,1,5.0,-1.0,,
4170,850037,1,8.0,-1.0,,
4171,850246,1,-1.0,6.0,,
4172,850692,2,,-1.0,8.0,
4173,850874,1,8.0,-1.0,,
4174,851247,2,,-1.0,2.0,
4175,851321,2,,1.0,-1.0,
4176,851486,1,4.0,-1.0,,
4177,851769,2,,2.0,-1.0,
4178,851821,1,0.0,-1.0,,
4179,851827,2,,-1.0,5.0,
4180,851973,3,,,,
4181,852098,1,-1.0,1.0,,
4182,852178,2,,4.0,-1.0,
4183,852304,3,,,,
4184,853096,2,,-1.0,1.0,
4185,853212,3,,,,
4186,853347,2,,3.0,-1.0,
4187,853488,1,-1.0,8.0,,
4188,854119,2,,-1.0,8.0,
4189,854192,3,,,,
4190,855127,1,-1.0,2.0,,
4191,855528,1,1.0,-1.0,,
4192,855807,1,-1.0,8.0,,
4193,856010,1,-1.0,7.0,,
4194,856054,2,,3.0,-1.0,
4195,856237,3,,,,
4196,856726,1,-1.0,9.0,,
4197,856734,2,,-1.0,6.0,
4198,857036,1,4.0,-1.0,,
4199,857352,1,-1.0,3.0,,
4200,857583,3,,,,
4201,857825,3,,,,
4202,857827,1,0.0,-1.0,,
4203,858044,3,,,,
4204,858075,1,-1.0,8.0,,
4205,858084,2,,-1.0,8.0,
4206,858158,3,,,,
4207,858229,1,4.0,-1.0,,
4208,858302,3,,,,
4209,858726,1,-1.0,3.0,,
4210,858727,1,-1.0,1.0,,
4211,858763,2,,-1.0,4.0,
4212,858880,3,,,,
4213,858986,2,,-1.0,9.0,
4214,859070,2,,0.0,-1.0,
4215,859360,2,,7.0,-1.0,
4216,859394,3,,,,
4217,859487,3,,,,
4218,859653,3,,,,
4219,859656,3,,,,
4220,859878,3,,,,
4221,860285,3,,,,
4222,860755,3,,,,
4223,861055,3,,,,
4224,861070,3,,,,
4225,861091,3,,,,
4226,861162,2,,6.0,-1.0,
4227,861173,3,,,,
4228,861203,1,-1.0,3.0,,
4229,861214,2,,6.0,-1.0,
4230,861444,1,7.0,-1.0,,
4231,861454,3,,,,
4232,862178,1,-1.0,1.0,,
